Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12741,2023-03-10,-0.058940578,-0.043247608,-0.041219238,21,100
Market-Adjusted Model,12745,2023-03-10,-0.003984056,0.052471855,0.0137372841,21,100
Market-Adjusted Model,12747,2023-03-10,-0.035092714,-0.016209209,-0.017371374,21,100
Market-Adjusted Model,12748,2023-03-10,-0.044393003,-0.027774592,-0.026671664,21,100
Market-Adjusted Model,12751,2023-03-10,0.0403587091,0.0695432595,0.0580800487,21,100
Market-Adjusted Model,12753,2023-03-10,-0.028005038,-0.010952467,-0.010283698,21,100
Market-Adjusted Model,12754,2023-03-10,-0.066331043,-0.049220889,-0.048609703,21,100
Market-Adjusted Model,12756,2023-03-10,-0.165511255,-0.15910292,-0.147789915,21,100
Market-Adjusted Model,12759,2023-03-10,-0.220338977,-0.19616111,-0.202617638,21,100
Market-Adjusted Model,12781,2023-03-10,-0.027239597,-0.008674738,-0.009518257,21,100
Market-Adjusted Model,12783,2023-03-10,-0.081917707,-0.064574912,-0.064196367,21,100
Market-Adjusted Model,12786,2023-03-10,-0.018248248,0.0122457504,-0.000526908,21,100
Market-Adjusted Model,12788,2023-03-10,-0.131999967,-0.099060642,-0.114278628,21,100
Market-Adjusted Model,12789,2023-03-10,-0.107142872,-0.013844083,-0.089421532,21,64
Market-Adjusted Model,12796,2023-03-10,-0.108764509,-0.090811018,-0.091043169,21,100
Market-Adjusted Model,12826,2023-03-10,0.0076453467,0.0269261655,0.0253666863,21,100
Market-Adjusted Model,12828,2023-03-10,-0.095081957,-0.073713978,-0.077360617,21,100
Market-Adjusted Model,12839,2023-03-10,-0.120295696,-0.106190989,-0.102574356,21,100
Market-Adjusted Model,12840,2023-03-10,0.1141121137,0.2021309899,0.1318334533,21,100
Market-Adjusted Model,12841,2023-03-10,-0.014718529,0.0028318378,0.0030028103,21,100
Market-Adjusted Model,12842,2023-03-10,-0.032322577,-0.015072278,-0.014601237,21,100
Market-Adjusted Model,12844,2023-03-10,-0.03770547,-0.020224757,-0.019984131,21,100
Market-Adjusted Model,12847,2023-03-10,-0.01489535,0.0032125186,0.0028259898,21,100
Market-Adjusted Model,12852,2023-03-10,-0.070240851,-0.048106697,-0.052519511,21,100
Market-Adjusted Model,12867,2023-03-10,-0.088978139,-0.075177477,-0.071256799,21,100
Market-Adjusted Model,12868,2023-03-10,-0.078491763,-0.062668126,-0.060770423,21,100
Market-Adjusted Model,12870,2023-03-10,-0.006861799,0.0098654287,0.0108595404,21,100
Market-Adjusted Model,12871,2023-03-10,-0.089552232,-0.058273193,-0.071830892,21,100
Market-Adjusted Model,12872,2023-03-10,-0.006532818,0.0148600781,0.011188522,21,100
Market-Adjusted Model,12874,2023-03-10,-0.011736462,0.0049048664,0.0059848778,21,100
Market-Adjusted Model,12875,2023-03-10,-0.053951139,-0.036944764,-0.036229799,21,100
Market-Adjusted Model,12876,2023-03-10,-0.083144533,-0.068118761,-0.065423193,21,100
Market-Adjusted Model,12877,2023-03-10,0.0238907605,0.0612965888,0.0416121002,21,100
Market-Adjusted Model,12880,2023-03-10,-0.36448598,-0.420792658,-0.346764641,21,100
Market-Adjusted Model,12885,2023-03-10,-0.075320926,-0.057798487,-0.057599586,21,100
Market-Adjusted Model,12886,2023-03-10,-0.261853437,-0.276232756,-0.244132097,21,100
Market-Adjusted Model,12890,2023-03-10,-0.17320194,-0.117885917,-0.1554806,21,100
Market-Adjusted Model,12895,2023-03-10,-0.096241876,-0.082196323,-0.078520536,21,100
Market-Adjusted Model,12899,2023-03-10,-0.010459016,0.0061317761,0.0072623232,21,100
Market-Adjusted Model,12902,2023-03-10,-0.019969017,-0.003537441,-0.002247677,21,100
Market-Adjusted Model,12904,2023-03-10,0.0269096486,0.0433810613,0.0446309882,21,100
Market-Adjusted Model,12905,2023-03-10,-0.073593004,-0.052591955,-0.055871665,21,100
Market-Adjusted Model,12912,2023-03-10,0.3630408775,0.3429905944,0.3807622171,21,100
Market-Adjusted Model,12913,2023-03-10,-0.042497091,-0.019621746,-0.024775751,21,100
Market-Adjusted Model,12919,2023-03-10,-0.019692866,-0.003106355,-0.001971527,21,100
Market-Adjusted Model,12920,2023-03-10,-0.106726613,-0.091198449,-0.089005273,21,100
Market-Adjusted Model,12923,2023-03-10,-0.019385915,0.000508524,-0.001664575,21,100
Market-Adjusted Model,12927,2023-03-10,0.0238152927,0.0458638686,0.0415366324,21,100
Market-Adjusted Model,12928,2023-03-10,-0.509539844,-0.661386465,-0.491818505,21,100
Market-Adjusted Model,12948,2023-03-10,-0.035635703,-0.018731956,-0.017914363,21,100
Market-Adjusted Model,12949,2023-03-10,-0.023042849,-0.005931752,-0.005321509,21,100
Market-Adjusted Model,12953,2023-03-10,-0.167580291,-0.161915513,-0.149858952,21,100
Market-Adjusted Model,12961,2023-03-10,-0.584615354,-0.630900355,-0.574738282,3,100
Market-Adjusted Model,12974,2023-03-10,-0.086883298,-0.071711638,-0.069161958,21,100
Market-Adjusted Model,12975,2023-03-10,-0.042402092,-0.025225518,-0.024680753,21,100
Market-Adjusted Model,12978,2023-03-10,-0.058560302,-0.041573357,-0.040838963,21,100
Market-Adjusted Model,12979,2023-03-10,0.0220432578,0.0385327926,0.0397645974,21,100
Market-Adjusted Model,12980,2023-03-10,0.0278020763,0.0444766322,0.0455234159,21,100
Market-Adjusted Model,12981,2023-03-10,-0.080902507,-0.064674346,-0.063181167,21,100
Market-Adjusted Model,12982,2023-03-10,0.0959752137,0.1245985634,0.1136965533,21,100
Market-Adjusted Model,12991,2023-03-10,0.0429293128,0.0598264315,0.0606506524,21,100
Market-Adjusted Model,12994,2023-03-10,0.1625373888,0.1723898411,0.1802587284,21,100
Market-Adjusted Model,12996,2023-03-10,0.0237568016,0.0400930542,0.0414781413,21,100
Market-Adjusted Model,12997,2023-03-10,-0.083241906,-0.068152576,-0.065520566,21,100
Market-Adjusted Model,12998,2023-03-10,-0.052632075,-0.034355286,-0.034910735,21,100
Market-Adjusted Model,12999,2023-03-10,-0.054430836,-0.037752419,-0.036709496,21,100
Market-Adjusted Model,13000,2023-03-10,0.0182447659,0.0365346823,0.0359661055,21,100
Market-Adjusted Model,13001,2023-03-10,-0.071334208,-0.053894525,-0.053612868,21,100
Market-Adjusted Model,13002,2023-03-10,-0.07266312,-0.058056844,-0.054941781,21,100
Market-Adjusted Model,13006,2023-03-10,-0.101872054,-0.0821754,-0.084150715,21,100
Market-Adjusted Model,13007,2023-03-10,-0.08696503,-0.066198133,-0.06924369,21,100
Market-Adjusted Model,13016,2023-03-10,-0.077776307,-0.061893309,-0.060054968,21,100
Market-Adjusted Model,13019,2023-03-10,-0.029975074,0.0284078472,-0.012253734,21,100
Market-Adjusted Model,13023,2023-03-10,0.0119590552,0.0287639077,0.0296803949,21,100
Market-Adjusted Model,13024,2023-03-10,0.0035983064,0.0204947093,0.021319646,21,100
Market-Adjusted Model,13025,2023-03-10,0.0097050512,0.026668414,0.0274263908,21,100
Market-Adjusted Model,13026,2023-03-10,0.0083739804,0.0254767794,0.02609532,21,100
Market-Adjusted Model,13027,2023-03-10,-0.009419486,0.0077632218,0.0083018534,21,100
Market-Adjusted Model,13029,2023-03-10,-0.049278082,-0.024780675,-0.031556742,21,100
Market-Adjusted Model,13030,2023-03-10,0.048355905,0.138403808,0.0660772447,21,100
Market-Adjusted Model,13031,2023-03-10,0.0478806783,0.1517454062,0.0656020179,21,100
Market-Adjusted Model,13032,2023-03-10,-0.255941454,-0.180866767,-0.238220114,21,100
Market-Adjusted Model,13033,2023-03-10,-0.052133027,-0.035847971,-0.034411687,21,100
Market-Adjusted Model,13034,2023-03-10,-0.096904908,-0.080505689,-0.079183568,21,100
Market-Adjusted Model,13035,2023-03-10,-0.045687748,-0.027797001,-0.027966408,21,100
Market-Adjusted Model,13046,2023-03-10,-0.044311632,-0.026196026,-0.026590292,21,100
Market-Adjusted Model,13076,2023-03-10,-0.006082295,0.0118308395,0.0116390445,21,100
Market-Adjusted Model,13079,2023-03-10,-0.12393839,-0.10802668,-0.10621705,21,100
Market-Adjusted Model,13085,2023-03-10,-0.162536701,-0.1567985,-0.144815362,21,100
Market-Adjusted Model,13089,2023-03-10,-0.210583634,-0.207048354,-0.192862295,21,100
Market-Adjusted Model,13092,2023-03-10,-0.277804345,-0.290992392,-0.260083006,21,100
Market-Adjusted Model,13102,2023-03-10,0.0077079327,0.0266627302,0.0254292724,21,100
Market-Adjusted Model,13103,2023-03-10,-0.079525949,-0.061740524,-0.061804609,21,100
Market-Adjusted Model,13105,2023-03-10,-0.128338858,-0.112978641,-0.110617518,21,100
Market-Adjusted Model,13108,2023-03-10,-0.497260275,-0.636497141,-0.479538936,21,100
Market-Adjusted Model,13111,2023-03-10,-0.022455099,0.0149089983,-0.004733759,21,100
Market-Adjusted Model,13114,2023-03-10,0.0552359637,0.0739813928,0.0729573034,21,100
Market-Adjusted Model,13116,2023-03-10,-0.052957123,-0.029037964,-0.035235784,21,100
Market-Adjusted Model,13122,2023-03-10,-0.087402843,-0.068433005,-0.069681503,21,100
Market-Adjusted Model,13124,2023-03-10,-0.168503896,-0.15489851,-0.150782557,21,100
Market-Adjusted Model,13126,2023-03-10,0.0004743927,0.0188956037,0.0181957324,21,100
Market-Adjusted Model,13129,2023-03-10,-0.152295602,-0.139364616,-0.134574262,21,100
Market-Adjusted Model,13130,2023-03-10,-0.026919068,-0.010038934,-0.009197729,21,100
Market-Adjusted Model,13131,2023-03-10,-0.033182694,-0.016376995,-0.015461355,21,100
Market-Adjusted Model,13132,2023-03-10,0.0498062278,0.0679900991,0.0675275674,21,100
Market-Adjusted Model,13137,2023-03-10,0.0197363028,0.0361601137,0.0374576424,21,100
Market-Adjusted Model,13138,2023-03-10,-0.006577937,0.0101467886,0.0111434029,21,100
Market-Adjusted Model,13142,2023-03-10,-0.132667322,-0.120995615,-0.114945983,21,100
Market-Adjusted Model,13159,2023-03-10,0.1361446406,0.1626534217,0.1538659802,21,100
Market-Adjusted Model,13168,2023-03-10,-0.17597136,-0.17184754,-0.15825002,21,100
Market-Adjusted Model,13176,2023-03-10,-0.046172778,-0.029712737,-0.028451439,21,100
Market-Adjusted Model,13180,2023-03-10,0.0371276715,0.0555355933,0.0548490111,21,100
Market-Adjusted Model,13181,2023-03-10,0.0816498312,0.1011492085,0.0993711708,21,100
Market-Adjusted Model,13182,2023-03-10,-0.015194928,0.0024507628,0.0025264116,21,100
Market-Adjusted Model,13188,2023-03-10,-0.042374727,-0.024884956,-0.024653388,21,100
Market-Adjusted Model,13189,2023-03-10,-0.003848947,0.0130668972,0.0138723924,21,100
Market-Adjusted Model,13190,2023-03-10,-0.001203045,0.0158757772,0.0165182946,21,100
Market-Adjusted Model,13193,2023-03-10,-0.030452203,-0.013379141,-0.012730863,21,100
Market-Adjusted Model,13196,2023-03-10,-0.062827248,-0.043202307,-0.045105908,21,100
Market-Adjusted Model,13198,2023-03-10,-0.157411828,-0.148001567,-0.139690488,21,100
Market-Adjusted Model,13202,2023-03-10,-0.085386213,-0.042748184,-0.067664873,21,100
Market-Adjusted Model,13206,2023-03-10,0.0116504752,0.0293394968,0.0293718148,21,100
Market-Adjusted Model,13210,2023-03-10,-0.106627285,-0.091775711,-0.088905946,21,100
Market-Adjusted Model,13211,2023-03-10,-0.085368906,-0.068844362,-0.067647567,21,100
Market-Adjusted Model,13214,2023-03-10,-0.064789675,-0.047048774,-0.047068335,21,100
Market-Adjusted Model,13217,2023-03-10,-0.016323178,0.0023258074,0.0013981611,21,100
Market-Adjusted Model,13219,2023-03-10,-0.019141235,-0.001704565,-0.001419895,21,100
Market-Adjusted Model,13220,2023-03-10,-0.043570992,-0.027021029,-0.025849653,21,100
Market-Adjusted Model,13221,2023-03-10,-0.02924065,-0.012109161,-0.01151931,21,100
Market-Adjusted Model,13228,2023-03-10,-0.041485785,-0.025084645,-0.023764445,21,100
Market-Adjusted Model,13229,2023-03-10,-0.045694803,-0.029079832,-0.027973463,21,100
Market-Adjusted Model,13230,2023-03-10,0.1287229526,0.1462500997,0.1464442922,21,100
Market-Adjusted Model,13233,2023-03-10,0.1527093184,0.1648877808,0.170430658,21,100
Market-Adjusted Model,13234,2023-03-10,-0.070826241,-0.053661855,-0.053104901,21,100
Market-Adjusted Model,13235,2023-03-10,-0.073131386,-0.057348622,-0.055410046,21,100
Market-Adjusted Model,13236,2023-03-10,-0.066418964,-0.047687984,-0.048697625,21,100
Market-Adjusted Model,13240,2023-03-10,0.0320959753,0.0485269906,0.0498173149,21,100
Market-Adjusted Model,13241,2023-03-10,0.0261099502,0.0425095082,0.0438312898,21,100
Market-Adjusted Model,13242,2023-03-10,0.010940435,0.0278532828,0.0286617746,21,100
Market-Adjusted Model,13244,2023-03-10,-0.172798337,-0.160255308,-0.155076998,21,100
Market-Adjusted Model,13245,2023-03-10,-0.029235612,-0.012381872,-0.011514272,21,100
Market-Adjusted Model,13246,2023-03-10,-0.034743463,-0.017628956,-0.017022123,21,100
Market-Adjusted Model,13249,2023-03-10,-0.002840023,0.0193204079,0.0148813168,21,100
Market-Adjusted Model,13252,2023-03-10,-0.021570971,-0.004112361,-0.003849632,21,100
Market-Adjusted Model,13253,2023-03-10,0.0355514465,0.0700339039,0.0532727862,21,100
Market-Adjusted Model,13254,2023-03-10,-0.02661205,-0.009884853,-0.008890711,21,100
Market-Adjusted Model,13260,2023-03-10,-0.312101903,-0.331714663,-0.294380564,21,100
Market-Adjusted Model,13265,2023-03-10,-0.276249978,-0.281762767,-0.258528639,21,100
Market-Adjusted Model,13268,2023-03-10,-0.003499746,0.014329093,0.0142215939,21,100
Market-Adjusted Model,13273,2023-03-10,0.0242073132,0.0407632112,0.0419286528,21,100
Market-Adjusted Model,13278,2023-03-10,-0.297056556,-0.320125686,-0.279335217,21,100
Market-Adjusted Model,13279,2023-03-10,-0.412333751,-0.487126958,-0.394612411,21,100
Market-Adjusted Model,13284,2023-03-10,-0.090950616,-0.075113491,-0.073229277,21,100
Market-Adjusted Model,13286,2023-03-10,-0.078533966,-0.061672967,-0.060812627,21,100
Market-Adjusted Model,13293,2023-03-10,0.0001659494,0.0182767974,0.017887289,21,100
Market-Adjusted Model,13296,2023-03-10,-0.03362995,-0.017111576,-0.015908611,21,100
Market-Adjusted Model,13300,2023-03-10,0.0178461629,0.0344184356,0.0355675025,21,100
Market-Adjusted Model,13301,2023-03-10,-0.134633276,-0.11123644,-0.116911936,21,100
Market-Adjusted Model,13302,2023-03-10,-0.21475458,-0.216204052,-0.197033241,21,100
Market-Adjusted Model,13303,2023-03-10,-0.16565057,-0.158249226,-0.147929231,21,100
Market-Adjusted Model,13305,2023-03-10,-0.141064479,-0.131226351,-0.123343139,21,100
Market-Adjusted Model,13308,2023-03-10,-0.01082632,0.005790223,0.0068950201,21,100
Market-Adjusted Model,13310,2023-03-10,-0.042558429,-0.026159505,-0.02483709,21,100
Market-Adjusted Model,13315,2023-03-10,0.104258454,0.1223603754,0.1219797936,21,100
Market-Adjusted Model,13318,2023-03-10,-0.012491752,0.0057971368,0.0052295872,21,100
Market-Adjusted Model,13321,2023-03-10,-0.298157428,-0.308683295,-0.280436088,21,100
Market-Adjusted Model,13322,2023-03-10,-0.002731991,0.0138782089,0.0149893487,21,100
Market-Adjusted Model,13323,2023-03-10,-0.042596853,-0.012733876,-0.024875513,21,100
Market-Adjusted Model,13324,2023-03-10,0.113636393,0.1592148563,0.1313577326,21,100
Market-Adjusted Model,13325,2023-03-10,0.055263169,0.0717999402,0.0729845086,21,100
Market-Adjusted Model,13326,2023-03-10,0.0415800909,0.0610918755,0.0593014305,21,100
Market-Adjusted Model,13328,2023-03-10,0.1846733976,0.2045815748,0.2023947372,21,100
Market-Adjusted Model,13332,2023-03-10,-0.23116883,-0.237091113,-0.213447491,21,100
Market-Adjusted Model,13337,2023-03-10,-0.224213701,-0.22478874,-0.206492362,21,100
Market-Adjusted Model,13341,2023-03-10,-0.051606866,-0.035313071,-0.033885526,21,100
Market-Adjusted Model,13343,2023-03-10,-0.183691775,-0.174671916,-0.165970435,21,100
Market-Adjusted Model,13344,2023-03-10,-0.009869032,0.0085177272,0.0078523075,21,100
Market-Adjusted Model,13345,2023-03-10,-0.003629598,0.0132440534,0.0140917414,21,100
Market-Adjusted Model,13348,2023-03-10,-0.001389454,0.0153342739,0.016331886,21,100
Market-Adjusted Model,13350,2023-03-10,-0.095895251,-0.079083647,-0.078173911,21,100
Market-Adjusted Model,13351,2023-03-10,-0.078060304,-0.063129901,-0.060338964,21,100
Market-Adjusted Model,13353,2023-03-10,-0.072341853,-0.056011455,-0.054620513,21,100
Market-Adjusted Model,13356,2023-03-10,-0.065969061,-0.046231739,-0.048247722,21,100
Market-Adjusted Model,13357,2023-03-10,-0.055812395,-0.038784063,-0.038091056,21,100
Market-Adjusted Model,13360,2023-03-10,-0.032472294,-0.015554799,-0.014750954,21,100
Market-Adjusted Model,13361,2023-03-10,-0.02140995,-0.004904991,-0.00368861,21,100
Market-Adjusted Model,13364,2023-03-10,-0.011428133,0.0055147228,0.0062932064,21,100
Market-Adjusted Model,13366,2023-03-10,-0.003419822,0.0149676524,0.0143015176,21,100
Market-Adjusted Model,13369,2023-03-10,-0.025529443,-0.002246179,-0.007808103,21,100
Market-Adjusted Model,13375,2023-03-10,0.0036187865,0.023466096,0.0213401261,21,100
Market-Adjusted Model,13376,2023-03-10,0.0114285639,0.0333698711,0.0291499035,21,100
Market-Adjusted Model,13379,2023-03-10,-0.127528394,-0.113959863,-0.109807054,21,100
Market-Adjusted Model,13380,2023-03-10,-0.206250598,-0.205575903,-0.188529259,21,100
Market-Adjusted Model,13386,2023-03-10,-0.003447651,0.0131956577,0.014273689,21,100
Market-Adjusted Model,13387,2023-03-10,-0.038941282,-0.022567365,-0.021219943,21,100
Market-Adjusted Model,13393,2023-03-10,-0.070214603,-0.053892628,-0.052493264,21,100
Market-Adjusted Model,13399,2023-03-10,-0.166666724,-0.160863609,-0.148945384,21,100
Market-Adjusted Model,13401,2023-03-10,-0.142857104,-0.129818965,-0.125135764,21,100
Market-Adjusted Model,13403,2023-03-10,0.0946762929,0.1218043098,0.1123976325,21,100
Market-Adjusted Model,13405,2023-03-10,-0.12711617,-0.111479896,-0.10939483,21,100
Market-Adjusted Model,13407,2023-03-10,0.1974541006,0.2044262,0.2151754402,21,100
Market-Adjusted Model,13410,2023-03-10,-0.073316011,-0.053021583,-0.055594672,21,100
Market-Adjusted Model,13411,2023-03-10,-0.141242935,-0.111977525,-0.123521596,21,100
Market-Adjusted Model,13412,2023-03-10,-0.147902898,-0.123977311,-0.130181558,21,100
Market-Adjusted Model,13428,2023-03-10,-0.07237705,-0.057306331,-0.054655711,21,100
Market-Adjusted Model,13429,2023-03-10,-0.051947965,-0.034102895,-0.034226625,21,100
Market-Adjusted Model,13431,2023-03-10,-0.112994338,-0.100204394,-0.095272998,21,100
Market-Adjusted Model,13436,2023-03-10,-0.051128259,-0.03479931,-0.03340692,21,100
Market-Adjusted Model,13437,2023-03-10,-0.074248706,-0.05856861,-0.056527366,21,100
Market-Adjusted Model,13439,2023-03-10,-0.04385083,-0.023520623,-0.026129491,21,100
Market-Adjusted Model,13441,2023-03-10,0.0257524003,0.0426512553,0.0434737399,21,100
Market-Adjusted Model,13446,2023-03-10,-0.009824342,0.0068727737,0.0078969978,21,100
Market-Adjusted Model,13447,2023-03-10,-0.019945207,0.001201036,-0.002223867,21,100
Market-Adjusted Model,13452,2023-03-10,-0.095355541,-0.072626004,-0.077634202,21,100
Market-Adjusted Model,13453,2023-03-10,-0.119638837,-0.083884378,-0.101917498,21,100
Market-Adjusted Model,13455,2023-03-10,-0.290862568,-0.306319831,-0.273141229,21,100
Market-Adjusted Model,13501,2023-03-10,-0.140301923,-0.130169497,-0.122580583,21,100
Market-Adjusted Model,13503,2023-03-10,-0.105961164,-0.091569849,-0.088239824,21,100
Market-Adjusted Model,13505,2023-03-10,-0.053493352,-0.037099941,-0.035772012,21,100
Market-Adjusted Model,13508,2023-03-10,-0.02264154,-0.00306204,-0.004920201,21,100
Market-Adjusted Model,13510,2023-03-10,-0.146193486,-0.138670072,-0.128472146,21,100
Market-Adjusted Model,13511,2023-03-10,0.0148881909,0.0333048039,0.0326095305,21,100
Market-Adjusted Model,13512,2023-03-10,-0.075141748,-0.058386643,-0.057420408,21,100
Market-Adjusted Model,13519,2023-03-10,-0.098806455,-0.084594469,-0.081085115,21,100
Market-Adjusted Model,13520,2023-03-10,-0.056793481,-0.038051681,-0.039072142,21,100
Market-Adjusted Model,13527,2023-03-10,-0.031522417,-0.01373896,-0.013801077,21,100
Market-Adjusted Model,13528,2023-03-10,-0.177961416,-0.171637664,-0.160240076,21,100
