Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,23032,2023-03-10,-0.026734571,0.005980928,-0.009013231,21,100
Market-Adjusted Model,23033,2023-03-10,-0.220000027,-0.172902172,-0.202278687,21,100
Market-Adjusted Model,23036,2023-03-10,-0.063395932,-0.047029069,-0.045674592,21,100
Market-Adjusted Model,23037,2023-03-10,-0.245543621,-0.25381482,-0.227822281,21,100
Market-Adjusted Model,23038,2023-03-10,0.0033800863,0.0207230073,0.0211014259,21,100
Market-Adjusted Model,23039,2023-03-10,-0.16814818,-0.146621206,-0.15042684,21,100
Market-Adjusted Model,23040,2023-03-10,0.0091875542,0.0256915463,0.0269088938,21,100
Market-Adjusted Model,23041,2023-03-10,-0.233576675,-0.186466739,-0.215855335,21,100
Market-Adjusted Model,23044,2023-03-10,-0.00935627,0.0086524761,0.0083650697,21,100
Market-Adjusted Model,23045,2023-03-10,0.0224391766,0.0415091366,0.0401605162,21,100
Market-Adjusted Model,23046,2023-03-10,-0.220000032,-0.214608126,-0.202278693,21,100
Market-Adjusted Model,23047,2023-03-10,0.0038446881,0.0203236154,0.0215660277,21,100
Market-Adjusted Model,23048,2023-03-10,,,,21,100
Market-Adjusted Model,23049,2023-03-10,0.0048828309,0.0213786822,0.0226041705,21,100
Market-Adjusted Model,23052,2023-03-10,0.0088149008,0.0276789093,0.0265362404,21,100
Market-Adjusted Model,23053,2023-03-10,0.0043165536,0.0208351237,0.0220378933,21,100
Market-Adjusted Model,23054,2023-03-10,-0.46428575,-0.474030032,-0.44656441,21,100
Market-Adjusted Model,23055,2023-03-10,0.0038113352,0.0203032819,0.0215326748,21,100
Market-Adjusted Model,23056,2023-03-10,-0.007936492,0.0333230917,0.0097848476,21,100
Market-Adjusted Model,23057,2023-03-10,-0.427184477,-0.514602618,-0.409463137,21,100
Market-Adjusted Model,23058,2023-03-10,-0.225409868,-0.173733921,-0.207688529,21,100
Market-Adjusted Model,23059,2023-03-10,0.004771102,0.0212529352,0.0224924416,21,100
Market-Adjusted Model,23060,2023-03-10,0.0645774251,0.0819972457,0.0822987647,21,100
Market-Adjusted Model,23061,2023-03-10,-0.005839365,0.0106880386,0.011881975,21,100
Market-Adjusted Model,23062,2023-03-10,0.4478371503,0.4511009941,0.46555849,21,100
Market-Adjusted Model,23063,2023-03-10,-0.08484906,-0.067325468,-0.06712772,21,100
Market-Adjusted Model,23064,2023-03-10,-0.421793535,-0.488547262,-0.404072195,21,100
Market-Adjusted Model,23065,2023-03-10,0.1548994115,0.2230662266,0.1726207512,21,100
Market-Adjusted Model,23066,2023-03-10,0.0145828387,0.0310350273,0.0323041783,21,100
Market-Adjusted Model,23067,2023-03-10,-0.018163225,-0.000896382,-0.000441886,21,100
Market-Adjusted Model,23068,2023-03-10,0.1777777436,0.2284032637,0.1954990832,21,100
Market-Adjusted Model,23071,2023-03-10,-0.144623683,-0.135270045,-0.126902343,21,100
Market-Adjusted Model,23072,2023-03-10,-0.001626069,0.0150960726,0.0160952706,21,100
Market-Adjusted Model,23073,2023-03-10,-0.010543558,0.0062641851,0.0071777818,21,100
Market-Adjusted Model,23074,2023-03-10,-0.02933034,-0.012828797,-0.011609001,21,100
Market-Adjusted Model,23075,2023-03-10,-0.066670746,-0.050567329,-0.048949406,21,100
Market-Adjusted Model,23076,2023-03-10,0.0104051233,0.0270450901,0.0281264629,21,100
Market-Adjusted Model,23079,2023-03-10,-0.104547724,-0.089978226,-0.086826385,21,100
Market-Adjusted Model,23080,2023-03-10,-0.01924901,-0.001967318,-0.00152767,21,100
Market-Adjusted Model,23081,2023-03-10,-0.042016862,-0.017732655,-0.024295523,21,100
Market-Adjusted Model,23082,2023-03-10,-0.082503977,-0.067034788,-0.064782637,21,100
Market-Adjusted Model,23083,2023-03-10,-0.085101583,-0.06954257,-0.067380243,21,100
Market-Adjusted Model,23084,2023-03-10,-0.04321036,-0.026867395,-0.02548902,21,100
Market-Adjusted Model,23087,2023-03-10,0.0093222517,0.0261198904,0.0270435913,21,100
Market-Adjusted Model,23088,2023-03-10,0.106382933,0.1261104778,0.1241042726,21,100
Market-Adjusted Model,23089,2023-03-10,-0.015044014,0.0013937082,0.002677326,21,100
Market-Adjusted Model,23090,2023-03-10,-0.079684969,-0.06336269,-0.06196363,21,100
Market-Adjusted Model,23091,2023-03-10,0.0306165717,0.0468999614,0.0483379113,21,100
Market-Adjusted Model,23092,2023-03-10,0.0128194362,0.0300462282,0.0305407758,21,100
Market-Adjusted Model,23095,2023-03-10,-0.0245977,-0.007134338,-0.00687636,21,100
Market-Adjusted Model,23096,2023-03-10,-0.068505591,-0.052700249,-0.050784251,21,100
Market-Adjusted Model,23097,2023-03-10,-0.016457399,0.0006151283,0.0012639405,21,100
Market-Adjusted Model,23098,2023-03-10,-0.002993359,0.0141842877,0.014727981,21,100
Market-Adjusted Model,23099,2023-03-10,-0.034943876,-0.018002765,-0.017222536,21,100
Market-Adjusted Model,23100,2023-03-10,0.0048402896,0.0213474395,0.0225616292,21,100
Market-Adjusted Model,23101,2023-03-10,-0.099999978,-0.006745582,-0.082278638,21,100
Market-Adjusted Model,23102,2023-03-10,-0.357746481,-0.234833144,-0.340025141,21,100
Market-Adjusted Model,23103,2023-03-10,-0.171974582,-0.153816001,-0.154253243,21,100
Market-Adjusted Model,23104,2023-03-10,0.0004923175,0.0195258359,0.0182136572,21,100
Market-Adjusted Model,23105,2023-03-10,-0.29674603,-0.313722609,-0.27902469,21,100
Market-Adjusted Model,23108,2023-03-10,0.0048077112,0.021550053,0.0225290508,21,100
Market-Adjusted Model,23109,2023-03-10,-0.370370367,-0.296262328,-0.352649028,21,100
Market-Adjusted Model,23110,2023-03-10,-0.0640244,-0.046875455,-0.04630306,21,100
Market-Adjusted Model,23111,2023-03-10,0.0440683259,0.0605506587,0.0617896655,21,100
Market-Adjusted Model,23112,2023-03-10,-0.014144238,0.0032279751,0.0035771015,21,100
Market-Adjusted Model,23113,2023-03-10,0.0106074888,0.0270723002,0.0283288284,21,100
Market-Adjusted Model,23116,2023-03-10,-0.366972501,-0.354498017,-0.349251161,21,100
Market-Adjusted Model,23117,2023-03-10,-0.103062423,-0.051132125,-0.085341083,21,100
Market-Adjusted Model,23118,2023-03-10,0.0033668349,0.0198736071,0.0210881745,21,100
Market-Adjusted Model,23119,2023-03-10,-0.301886743,-0.317927731,-0.284165403,21,100
Market-Adjusted Model,23120,2023-03-10,0.0817307995,0.159375143,0.0994521391,21,100
Market-Adjusted Model,23121,2023-03-10,-0.021428576,0.001056339,-0.003707236,21,100
Market-Adjusted Model,23124,2023-03-10,-0.113359392,-0.075114768,-0.095638052,21,100
Market-Adjusted Model,23125,2023-03-10,0.0472097417,0.0642474716,0.0649310813,21,100
Market-Adjusted Model,23126,2023-03-10,0.0448027524,0.0611314934,0.062524092,21,100
Market-Adjusted Model,23127,2023-03-10,-0.503033655,-0.637153083,-0.485312315,21,100
Market-Adjusted Model,23128,2023-03-10,0.3765181963,0.3612447942,0.3942395359,21,100
Market-Adjusted Model,23129,2023-03-10,-0.126189005,-0.113136832,-0.108467665,21,100
Market-Adjusted Model,23132,2023-03-10,0.0055309596,0.0256410667,0.0232522992,21,100
Market-Adjusted Model,23133,2023-03-10,0.0053744721,0.023636976,0.0230958117,21,100
Market-Adjusted Model,23134,2023-03-10,-0.008660454,0.0085757678,0.0090608854,21,100
Market-Adjusted Model,23135,2023-03-10,-0.051960835,-0.035332021,-0.034239495,21,100
Market-Adjusted Model,23136,2023-03-10,-0.000259279,0.0163910272,0.0174620606,21,100
Market-Adjusted Model,23137,2023-03-10,-0.003835017,0.0140230229,0.0138863226,21,100
Market-Adjusted Model,23138,2023-03-10,-0.044876837,-0.028649447,-0.027155497,21,100
Market-Adjusted Model,23139,2023-03-10,0.0347929608,0.0516710379,0.0525143005,21,100
Market-Adjusted Model,23140,2023-03-10,0.0839417808,0.0988333513,0.1016631204,21,100
Market-Adjusted Model,23141,2023-03-10,0.0028745938,0.0207503284,0.0205959334,21,100
Market-Adjusted Model,23142,2023-03-10,0.0089082085,0.0267789845,0.0266295481,21,100
Market-Adjusted Model,23143,2023-03-10,0.016938335,0.0335769392,0.0346596746,21,100
Market-Adjusted Model,23144,2023-03-10,-0.003802292,0.0127054195,0.0139190473,21,100
Market-Adjusted Model,23145,2023-03-10,-0.013423059,0.0035367579,0.0042982802,21,100
Market-Adjusted Model,23146,2023-03-10,0.0371534015,0.0533284416,0.0548747411,21,100
Market-Adjusted Model,23147,2023-03-10,-0.242611668,-0.241745072,-0.224890329,21,100
Market-Adjusted Model,23148,2023-03-10,-0.020547957,-0.002747566,-0.002826617,21,100
Market-Adjusted Model,23151,2023-03-10,-0.003455949,0.0141801347,0.0142653907,21,100
Market-Adjusted Model,23152,2023-03-10,-0.002764889,0.0149744129,0.0149564502,21,100
Market-Adjusted Model,23153,2023-03-10,0.0321493789,0.0502089898,0.0498707185,21,100
Market-Adjusted Model,23154,2023-03-10,-0.015857919,0.0005663355,0.0018634203,21,100
Market-Adjusted Model,23155,2023-03-10,-0.20091676,-0.16316361,-0.18319542,21,100
Market-Adjusted Model,23156,2023-03-10,-0.002610581,0.0150796226,0.0151107582,21,100
Market-Adjusted Model,23159,2023-03-10,-0.057487948,-0.041186798,-0.039766609,21,100
Market-Adjusted Model,23160,2023-03-10,-0.09193863,-0.07750879,-0.07421729,21,100
Market-Adjusted Model,23161,2023-03-10,-0.000506855,0.0163645652,0.0172144848,21,100
Market-Adjusted Model,23162,2023-03-10,-0.027632391,-0.010505271,-0.009911051,21,100
Market-Adjusted Model,23163,2023-03-10,-0.070291652,-0.054749571,-0.052570312,21,100
Market-Adjusted Model,23164,2023-03-10,-0.036692192,-0.019004951,-0.018970852,21,100
Market-Adjusted Model,23167,2023-03-10,-0.013466255,0.0035404848,0.0042550843,21,100
Market-Adjusted Model,23168,2023-03-10,-0.005725209,0.0107802885,0.0119961306,21,100
Market-Adjusted Model,23169,2023-03-10,-0.031249015,-0.011654694,-0.013527675,21,100
Market-Adjusted Model,23170,2023-03-10,0.0072254153,0.0237342574,0.024946755,21,100
Market-Adjusted Model,23171,2023-03-10,-0.00848587,0.0086358882,0.0092354699,21,100
Market-Adjusted Model,23172,2023-03-10,0.0052277632,0.0259739726,0.0229491028,21,100
Market-Adjusted Model,23175,2023-03-10,0.0042508164,0.023900066,0.021972156,21,100
Market-Adjusted Model,23176,2023-03-10,0.0047755676,0.021262051,0.0224969072,21,100
Market-Adjusted Model,23177,2023-03-10,0.0048495863,0.0213286158,0.0225709259,21,100
Market-Adjusted Model,23178,2023-03-10,0.207142852,0.3322953911,0.2248641916,21,100
Market-Adjusted Model,23179,2023-03-10,-0.052648734,-0.029059559,-0.034927394,21,100
Market-Adjusted Model,23180,2023-03-10,-0.052766771,-0.036112351,-0.035045431,21,100
Market-Adjusted Model,23182,2023-03-10,0.0067057034,0.026055607,0.024427043,21,100
Market-Adjusted Model,23183,2023-03-10,0.0053869987,0.0223579879,0.0231083383,21,100
Market-Adjusted Model,23184,2023-03-10,-0.386554645,-0.424480648,-0.368833305,21,100
Market-Adjusted Model,23185,2023-03-10,-0.346666656,-0.372593447,-0.328945317,21,100
Market-Adjusted Model,23186,2023-03-10,-0.304932763,-0.32073926,-0.287211423,21,100
Market-Adjusted Model,23187,2023-03-10,-0.266666686,-0.27449868,-0.248945346,21,100
Market-Adjusted Model,23188,2023-03-10,-0.218905499,-0.217794489,-0.201184159,21,99
Market-Adjusted Model,23189,2023-03-10,0.0047801329,0.0212789897,0.0225014725,21,100
Market-Adjusted Model,23190,2023-03-10,-0.301927205,-0.3251516,-0.284205865,21,100
Market-Adjusted Model,23191,2023-03-10,-0.044872231,-0.019654645,-0.027150892,21,100
Market-Adjusted Model,23192,2023-03-10,-0.023091813,-0.005589421,-0.005370473,21,100
Market-Adjusted Model,23193,2023-03-10,-0.358333372,-0.402865963,-0.340612032,21,100
Market-Adjusted Model,23194,2023-03-10,-0.037383252,0.0241544836,-0.019661913,21,100
Market-Adjusted Model,23195,2023-03-10,-0.372623611,-0.422471028,-0.354902271,21,100
Market-Adjusted Model,23196,2023-03-10,-0.222323216,-0.197220294,-0.204601876,21,100
Market-Adjusted Model,23197,2023-03-10,0.003840611,0.0203918986,0.0215619506,21,100
Market-Adjusted Model,23198,2023-03-10,-0.197231873,-0.160970497,-0.179510533,21,100
Market-Adjusted Model,23199,2023-03-10,0.3200934146,0.3191297075,0.3378147542,21,100
Market-Adjusted Model,23200,2023-03-10,0.0039215649,0.0204216217,0.0216429045,21,100
Market-Adjusted Model,23201,2023-03-10,-0.069552262,-0.049947376,-0.051830922,21,100
Market-Adjusted Model,23204,2023-03-10,-0.161800536,-0.152066069,-0.144079196,21,100
Market-Adjusted Model,23205,2023-03-10,-0.004308151,0.0151823687,0.0134131886,21,100
Market-Adjusted Model,23206,2023-03-10,-0.400597885,-0.455074047,-0.382876545,21,97
Market-Adjusted Model,23207,2023-03-10,-0.074744112,-0.054367311,-0.057022772,21,100
Market-Adjusted Model,23208,2023-03-10,0.0646893808,0.0804139607,0.0824107204,21,100
Market-Adjusted Model,23209,2023-03-10,0.0184358187,0.0380222736,0.0361571583,21,98
Market-Adjusted Model,23212,2023-03-10,-0.064789896,-0.048827757,-0.047068557,21,100
Market-Adjusted Model,23213,2023-03-10,0.0083061078,0.0248770086,0.0260274474,21,96
Market-Adjusted Model,23214,2023-03-10,0.0062882361,0.0227627253,0.0240095757,21,96
Market-Adjusted Model,23215,2023-03-10,0.0046547297,0.0211584242,0.0223760693,21,100
Market-Adjusted Model,23216,2023-03-10,-0.237068953,-0.229240242,-0.219347613,21,94
Market-Adjusted Model,23217,2023-03-10,-0.041113279,-0.023711328,-0.02339194,21,100
Market-Adjusted Model,23218,2023-03-10,-0.015643,0.0042557621,0.0020783399,21,100
Market-Adjusted Model,23219,2023-03-10,-0.061529098,-0.043586548,-0.043807758,21,100
Market-Adjusted Model,23220,2023-03-10,-0.023812959,-0.005986999,-0.006091619,21,100
Market-Adjusted Model,23221,2023-03-10,0.0031985538,0.0197520074,0.0209198934,21,97
Market-Adjusted Model,23222,2023-03-10,-0.008007451,0.0096126974,0.0097138888,21,93
Market-Adjusted Model,23223,2023-03-10,-0.116455704,-0.099319789,-0.098734364,21,94
Market-Adjusted Model,23224,2023-03-10,-0.143564112,-0.126847315,-0.125842773,21,91
Market-Adjusted Model,23226,2023-03-10,0.2115941368,0.2185048927,0.2293154764,21,100
Market-Adjusted Model,23227,2023-03-10,0.0399999601,0.0920668554,0.0577212997,21,98
Market-Adjusted Model,23228,2023-03-10,0.0446204789,0.0609611906,0.0623418185,21,100
Market-Adjusted Model,23229,2023-03-10,0.0031540264,0.0231964857,0.020875366,21,100
Market-Adjusted Model,23231,2023-03-10,-0.057377093,-0.018519895,-0.039655753,21,100
Market-Adjusted Model,23232,2023-03-10,0.0044073578,0.0209115854,0.0221286974,21,100
Market-Adjusted Model,23233,2023-03-10,-0.313823552,-0.302347148,-0.296102212,21,93
Market-Adjusted Model,23234,2023-03-10,-0.150793599,-0.130260095,-0.133072259,21,100
Market-Adjusted Model,23235,2023-03-10,-0.187500014,-0.17684339,-0.169778675,21,100
Market-Adjusted Model,23236,2023-03-10,-0.01574802,0.0289293037,0.0019733197,21,94
Market-Adjusted Model,23239,2023-03-10,0.0045015853,0.0408287181,0.0222229249,21,100
Market-Adjusted Model,23240,2023-03-10,-0.031670874,-0.002946137,-0.013949534,21,100
Market-Adjusted Model,23241,2023-03-10,-0.155432516,-0.142894478,-0.137711177,21,100
Market-Adjusted Model,23242,2023-03-10,-0.099272898,-0.082746305,-0.081551558,21,100
Market-Adjusted Model,23243,2023-03-10,0.0892712503,0.107716769,0.1069925899,21,100
Market-Adjusted Model,23244,2023-03-10,-0.130964459,-0.107154385,-0.113243119,21,100
Market-Adjusted Model,23247,2023-03-10,0.0038760576,0.0204041771,0.0215973973,21,100
Market-Adjusted Model,23248,2023-03-10,0.0194285746,0.0457504501,0.0371499142,21,100
Market-Adjusted Model,23249,2023-03-10,-0.036409315,-0.010505457,-0.018687975,21,100
Market-Adjusted Model,23250,2023-03-10,0.0411909667,0.0692870398,0.0589123063,21,100
Market-Adjusted Model,23251,2023-03-10,-0.01239432,0.2677733933,0.0053270199,21,99
Market-Adjusted Model,23252,2023-03-10,-0.292682947,-0.297943291,-0.274961608,21,100
Market-Adjusted Model,23255,2023-03-10,-0.051383342,-0.00716031,-0.033662002,21,83
Market-Adjusted Model,23256,2023-03-10,-0.131386818,-0.113536205,-0.113665479,21,83
Market-Adjusted Model,23257,2023-03-10,-0.062402399,0.0220676691,-0.044681059,21,83
Market-Adjusted Model,23258,2023-03-10,-0.313559285,-0.329647943,-0.295837946,21,82
Market-Adjusted Model,23259,2023-03-10,0.0096245837,0.0260990989,0.0273459233,21,92
Market-Adjusted Model,23260,2023-03-10,-0.04079855,-0.011577984,-0.02307721,21,86
Market-Adjusted Model,23263,2023-03-10,-0.373310393,-0.413573927,-0.355589054,21,87
Market-Adjusted Model,23264,2023-03-10,0.0092187589,0.02567726,0.0269400985,21,87
Market-Adjusted Model,23265,2023-03-10,-0.075714332,-0.044722246,-0.057992992,21,84
Market-Adjusted Model,23266,2023-03-10,-0.163636356,-0.13708655,-0.145915016,21,84
Market-Adjusted Model,23267,2023-03-10,-0.333333332,-0.362293797,-0.315611993,21,90
Market-Adjusted Model,23268,2023-03-10,-0.013636305,0.0210721206,0.0040850348,21,73
Market-Adjusted Model,23269,2023-03-10,-0.025906692,0.129113503,-0.008185352,21,73
Market-Adjusted Model,23270,2023-03-10,0.0972097151,0.1140328501,0.1149310547,21,72
Market-Adjusted Model,23271,2023-03-10,-0.348354332,-0.392702886,-0.330632992,21,71
Market-Adjusted Model,23272,2023-03-10,-0.296089379,-0.306053228,-0.278368039,21,70
Market-Adjusted Model,23273,2023-03-10,-0.178951596,-0.165563547,-0.161230256,21,70
Market-Adjusted Model,23274,2023-03-10,-0.259398512,-0.264763155,-0.241677172,21,75
Market-Adjusted Model,23275,2023-03-10,-0.009737892,0.0084082285,0.0079834477,21,87
Market-Adjusted Model,23276,2023-03-10,-0.07160404,-0.054515263,-0.0538827,21,86
Market-Adjusted Model,23277,2023-03-10,-0.07458264,-0.057753834,-0.0568613,21,75
Market-Adjusted Model,23278,2023-03-10,-0.181245304,-0.176532631,-0.163523964,21,79
Market-Adjusted Model,23279,2023-03-10,0.0733867207,0.1655716144,0.0911080603,21,81
Market-Adjusted Model,23280,2023-03-10,0.067034504,0.1165001907,0.0847558437,21,81
Market-Adjusted Model,23281,2023-03-10,-0.25881019,-0.254304996,-0.24108885,21,84
Market-Adjusted Model,23282,2023-03-10,-0.075471696,-0.039782887,-0.057750356,21,80
Market-Adjusted Model,23283,2023-03-10,-0.013637484,0.0042892465,0.0040838558,21,84
Market-Adjusted Model,23285,2023-03-10,0.0222139895,0.0385938666,0.0399353291,21,77
Market-Adjusted Model,23286,2023-03-10,0.0022798841,0.0189370493,0.0200012237,21,77
Market-Adjusted Model,23287,2023-03-10,0.0453792961,0.061517084,0.0631006357,21,77
Market-Adjusted Model,23290,2023-03-10,-0.070634422,-0.054241117,-0.052913082,21,73
Market-Adjusted Model,23291,2023-03-10,0.0002108882,0.0186412051,0.0179322278,21,86
Market-Adjusted Model,23292,2023-03-10,-0.03580685,-0.018497999,-0.01808551,21,91
Market-Adjusted Model,23293,2023-03-10,-0.079539732,-0.063992888,-0.061818393,21,75
Market-Adjusted Model,23294,2023-03-10,-0.003006447,0.0142431661,0.0147148922,21,71
Market-Adjusted Model,23295,2023-03-10,0.0294387141,0.0457635136,0.0471600537,21,71
Market-Adjusted Model,23297,2023-03-10,-0.102808481,-0.086123679,-0.085087142,21,100
Market-Adjusted Model,23298,2023-03-10,0.004918124,0.0213952505,0.0226394637,21,71
Market-Adjusted Model,23299,2023-03-10,-0.053057944,-0.028761783,-0.035336605,21,89
Market-Adjusted Model,23300,2023-03-10,0.0842901241,0.0991572423,0.1020114637,21,91
Market-Adjusted Model,23301,2023-03-10,-0.026154966,-0.008652705,-0.008433627,21,79
Market-Adjusted Model,23302,2023-03-10,-0.033228134,-0.016420773,-0.015506795,21,89
Market-Adjusted Model,23303,2023-03-10,0.0015678744,0.0180554335,0.019289214,21,87
Market-Adjusted Model,23304,2023-03-10,0.0203059167,0.043806165,0.0380272563,21,71
Market-Adjusted Model,23305,2023-03-10,-0.029187955,-0.012130773,-0.011466615,21,92
Market-Adjusted Model,23306,2023-03-10,-0.098522121,-0.056997148,-0.080800782,21,69
Market-Adjusted Model,23307,2023-03-10,0.1174715665,0.1339789492,0.1351929061,21,86
Market-Adjusted Model,23308,2023-03-10,-0.067016536,-0.050827306,-0.049295196,21,86
Market-Adjusted Model,23311,2023-03-10,0.1052020777,0.1213128299,0.1229234173,21,86
Market-Adjusted Model,23312,2023-03-10,-0.066418443,-0.049924303,-0.048697103,21,80
Market-Adjusted Model,23313,2023-03-10,-0.293191113,-0.306964339,-0.275469773,21,90
Market-Adjusted Model,23314,2023-03-10,0.0781473985,0.2042483282,0.0958687382,21,86
Market-Adjusted Model,23316,2023-03-10,0.0316831311,0.0667893742,0.0494044707,21,79
Market-Adjusted Model,23319,2023-03-10,-0.348250203,-0.300408397,-0.330528864,21,73
Market-Adjusted Model,23320,2023-03-10,-0.198555932,-0.172801658,-0.180834593,21,73
Market-Adjusted Model,23321,2023-03-10,-0.177777748,-0.15724654,-0.160056408,21,88
Market-Adjusted Model,23322,2023-03-10,-0.396226391,-0.454380554,-0.378505052,21,74
Market-Adjusted Model,23323,2023-03-10,-0.032493353,-0.016137978,-0.014772013,21,75
Market-Adjusted Model,23324,2023-03-10,0.0352487433,0.0584623357,0.052970083,21,87
Market-Adjusted Model,23327,2023-03-10,0.0082124716,0.0246773113,0.0259338112,21,82
Market-Adjusted Model,23328,2023-03-10,0.1536302778,0.1653528258,0.1713516175,21,87
Market-Adjusted Model,23329,2023-03-10,0.1438355391,0.2766774274,0.1615568787,21,76
Market-Adjusted Model,23330,2023-03-10,0.0041779452,0.0206501778,0.0218992848,21,86
Market-Adjusted Model,23331,2023-03-10,-0.083111841,-0.050538022,-0.065390501,21,86
Market-Adjusted Model,23332,2023-03-10,0.0374045588,0.0659598977,0.0551258984,21,86
Market-Adjusted Model,23335,2023-03-10,-0.097133078,-0.058046965,-0.079411738,21,86
Market-Adjusted Model,23336,2023-03-10,0.0418307457,0.0701278173,0.0595520853,21,86
Market-Adjusted Model,23337,2023-03-10,-0.01217477,0.0096549079,0.0055465696,21,86
Market-Adjusted Model,23338,2023-03-10,0.044458645,0.0608230625,0.0621799846,21,86
Market-Adjusted Model,23339,2023-03-10,0.0198993849,0.0363487538,0.0376207245,21,86
Market-Adjusted Model,23340,2023-03-10,-0.273512653,-0.289467992,-0.255791314,21,60
Market-Adjusted Model,23343,2023-03-10,-0.117896552,-0.101588685,-0.100175213,21,48
Market-Adjusted Model,23344,2023-03-10,-0.019190311,0.0128681717,-0.001468972,21,49
Market-Adjusted Model,23345,2023-03-10,-0.163801347,-0.152294989,-0.146080007,21,45
Market-Adjusted Model,23346,2023-03-10,0.0051319601,0.0216263604,0.0228532998,21,61
Market-Adjusted Model,23347,2023-03-10,0.0093597254,0.0258129638,0.027081065,21,61
Market-Adjusted Model,23348,2023-03-10,-0.009690482,0.0080605137,0.0080308577,21,60
Market-Adjusted Model,23349,2023-03-10,-0.04998806,-0.033215683,-0.032266721,21,50
Market-Adjusted Model,23350,2023-03-10,-0.05079309,-0.034069586,-0.033071751,21,50
Market-Adjusted Model,23351,2023-03-10,-0.028774601,-0.011079171,-0.011053261,21,65
Market-Adjusted Model,23352,2023-03-10,0.2019231058,0.285822422,0.2196444454,21,60
Market-Adjusted Model,23353,2023-03-10,0.0065297884,0.0229953723,0.024251128,21,60
Market-Adjusted Model,23354,2023-03-10,0.0462686955,0.0640252642,0.0639900351,21,60
Market-Adjusted Model,23355,2023-03-10,0.0442046705,0.0607489464,0.0619260101,21,60
Market-Adjusted Model,23356,2023-03-10,0.041860512,0.0582333519,0.0595818516,21,60
Market-Adjusted Model,23357,2023-03-10,0.0358992806,0.0522711363,0.0536206202,21,60
Market-Adjusted Model,23358,2023-03-10,0.026176436,0.042608433,0.0438977757,21,60
Market-Adjusted Model,23359,2023-03-10,0.0209428962,0.0373574266,0.0386642358,21,60
Market-Adjusted Model,23360,2023-03-10,0.011380729,0.0278326892,0.0291020686,21,60
Market-Adjusted Model,23361,2023-03-10,-0.046457639,-0.026630137,-0.0287363,21,62
Market-Adjusted Model,23362,2023-03-10,-0.068675332,-0.052906315,-0.050953993,21,65
Market-Adjusted Model,23363,2023-03-10,-0.023582026,-0.006063492,-0.005860686,21,64
Market-Adjusted Model,23364,2023-03-10,-0.000167402,0.0172030718,0.0175539378,21,65
Market-Adjusted Model,23365,2023-03-10,-0.029885523,-0.011822556,-0.012164184,21,65
Market-Adjusted Model,23366,2023-03-10,-0.032714928,-0.015600676,-0.014993588,21,64
Market-Adjusted Model,23367,2023-03-10,-0.067309023,-0.049209532,-0.049587684,21,69
Market-Adjusted Model,23370,2023-03-10,-0.000272695,0.0165107382,0.017448645,21,55
Market-Adjusted Model,23371,2023-03-10,-0.004953268,0.0131219165,0.0127680716,21,65
Market-Adjusted Model,23372,2023-03-10,-0.02440004,0.000875116,-0.0066787,21,64
Market-Adjusted Model,23373,2023-03-10,-0.061924298,-0.044365801,-0.044202958,21,50
Market-Adjusted Model,23374,2023-03-10,-0.039960346,-0.023155928,-0.022239007,21,51
Market-Adjusted Model,23375,2023-03-10,-0.234782602,-0.201720977,-0.217061262,21,59
Market-Adjusted Model,23378,2023-03-10,-0.015791511,0.0015827316,0.001929829,21,60
Market-Adjusted Model,23379,2023-03-10,-0.127182018,-0.111979767,-0.109460678,21,52
Market-Adjusted Model,23380,2023-03-10,-0.030035352,-0.004659668,-0.012314012,21,55
Market-Adjusted Model,23381,2023-03-10,-0.05213272,-0.032819977,-0.03441138,21,44
Market-Adjusted Model,23382,2023-03-10,-0.000319322,0.0165264693,0.0174020173,21,63
Market-Adjusted Model,23383,2023-03-10,-0.070811812,-0.053465018,-0.053090472,21,49
Market-Adjusted Model,23385,2023-03-10,-0.021051368,-0.003474155,-0.003330028,21,49
Market-Adjusted Model,23386,2023-03-10,0.1585766692,0.1992129035,0.1762980088,21,59
Market-Adjusted Model,23387,2023-03-10,-0.044143899,-0.027657606,-0.026422559,21,62
Market-Adjusted Model,23389,2023-03-10,-0.014999961,0.007726635,0.0027213786,21,50
Market-Adjusted Model,23390,2023-03-10,-0.006841079,0.0108643831,0.0108802603,21,60
Market-Adjusted Model,23391,2023-03-10,0.0041712599,0.022053294,0.0218925996,21,60
Market-Adjusted Model,23393,2023-03-10,0.0233278602,0.0402465319,0.0410491998,21,100
Market-Adjusted Model,23394,2023-03-10,-0.010334804,0.0074893485,0.0073865353,21,55
Market-Adjusted Model,23395,2023-03-10,-0.083386794,-0.055158995,-0.065665455,21,47
Market-Adjusted Model,23396,2023-03-10,-0.741150984,-1.164622984,-0.723429644,21,51
Market-Adjusted Model,23397,2023-03-10,-0.372549021,-0.419248505,-0.354827681,21,52
Market-Adjusted Model,23398,2023-03-10,-0.022833917,-0.003044175,-0.005112577,21,66
Market-Adjusted Model,23399,2023-03-10,0.0280041907,0.0517494716,0.0457255303,21,66
Market-Adjusted Model,23400,2023-03-10,-0.040559478,-0.023480934,-0.022838139,21,65
Market-Adjusted Model,23401,2023-03-10,0.0394875387,0.055497815,0.0572088783,21,65
Market-Adjusted Model,23402,2023-03-10,0.0025144971,0.0194039288,0.0202358367,21,65
Market-Adjusted Model,23403,2023-03-10,-0.052221326,-0.034040109,-0.034499986,21,57
